metric,min,max,mean,p90
performance,62.0,74.0,69.6,73.2
lcp,2974.9455000000016,3974.0430000000015,3690.317700000001,3942.541400000001
fcp,1042.818,1116.7894999999999,1079.6529,1111.0189
tbt,104.0,262.0000000000009,160.80000000000024,234.00000000000054
cls,0.001056286805115945,0.007697250782657575,0.0051237923734807015,0.007626892744625396
si,2166.8031788677545,2535.3120948916344,2314.42799788416,2465.0507972323485
